# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Client_Info,,,,,,,,,,
# 20201001-20210320,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Date,Metro,Region,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
Horizon City,20210121,El Paso TX,Texas,1,1,1,100.00%,1,00:00:00,0
Horseshoe Bay,20210104,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Hot Springs,20210130,Little Rock-Pine Bluff AR,Arkansas,1,1,1,100.00%,1,00:00:00,0
Hunters Creek,20210130,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Indian Hill,20210127,Cincinnati OH,Ohio,1,1,1,0.00%,5,00:01:03,0
Ipswich,20210202,Boston MA-Manchester NH,Massachusetts,1,1,1,0.00%,7,00:01:11,0
Ives Estates,20210201,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:23,0
Johns Creek,20210208,Atlanta GA,Georgia,1,1,2,0.00%,12,00:06:42,0
Johns Creek,20210209,Atlanta GA,Georgia,1,0,1,0.00%,12,00:02:34,0
Johns Creek,20210212,Atlanta GA,Georgia,1,0,1,0.00%,17,00:05:38,0
Johns Creek,20210225,Atlanta GA,Georgia,1,0,1,100.00%,1,00:00:00,0
Johns Creek,20210302,Atlanta GA,Georgia,1,1,2,0.00%,6,00:04:13,0
Johns Creek,20210308,Atlanta GA,Georgia,1,0,1,0.00%,36,00:58:16,3
Johns Creek,20210314,Atlanta GA,Georgia,1,1,1,0.00%,5,00:02:07,0
Johns Creek,20210315,Atlanta GA,Georgia,1,0,1,0.00%,25,00:10:32,3
Juno Beach,20210107,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Kearns,20201228,Salt Lake City UT,Utah,1,1,1,0.00%,5,00:03:20,0
Kearns,20210301,Salt Lake City UT,Utah,1,1,4,0.00%,3,00:01:31,0
Kearns,20210302,Salt Lake City UT,Utah,1,0,3,100.00%,1,00:00:00,0
Ken Caryl,20201217,Denver CO,Colorado,1,1,1,0.00%,2,00:26:06,0
Ken Caryl,20210203,Denver CO,Colorado,1,0,1,100.00%,1,00:00:00,0
Kendall,20210315,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,4,00:01:32,0
Kentwood,20210120,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,1,1,100.00%,1,00:00:00,0
Kentwood,20210123,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210124,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210126,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210130,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210201,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210215,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210221,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,0.00%,3,00:00:19,0
Kentwood,20210301,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,1,1,0.00%,5,00:01:06,0
Kentwood,20210307,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,100.00%,1,00:00:00,0
Kentwood,20210309,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,0,1,0.00%,4,00:02:16,0
Kettering,20210309,Dayton OH,Ohio,1,1,1,100.00%,1,00:00:00,0
Keystone,20210301,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,3,00:00:48,0
Kings Point,20210129,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:00:22,0
Kings Point,20210208,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,7,00:01:31,0
Kings Point,20210209,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:00:45,0
Kings Point,20210222,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,0.00%,3.5,00:00:41,0
Kingsland,20210221,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
Kinnelon,20210301,"New York, NY",New Jersey,1,1,1,0.00%,3,00:01:48,0
Kinnelon,20210308,"New York, NY",New Jersey,1,1,1,100.00%,1,00:00:00,0
Laguna Woods,20210304,Los Angeles CA,California,1,1,1,100.00%,1,00:00:00,0
Lake Lorraine,20210123,Mobile AL-Pensacola (Ft. Walton Beach) FL,Florida,1,1,3,33.33%,3,00:09:41,0
Lake Lorraine,20210126,Mobile AL-Pensacola (Ft. Walton Beach) FL,Florida,1,1,2,0.00%,15,00:05:53,0
Lakeland Highlands,20210203,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,12,00:04:01,0
Lakeway,20210127,Austin TX,Texas,1,1,2,0.00%,12.5,00:11:20,0
Lakeway,20210305,Austin TX,Texas,1,1,1,0.00%,11,00:03:25,0
Lakewood,20210216,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Lakewood,20210220,Denver CO,Colorado,1,1,1,0.00%,6,00:02:21,0
Lakewood,20210316,Denver CO,Colorado,1,1,1,100.00%,1,00:00:00,0
Linda,20210202,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Long Hill,20210213,"New York, NY",New Jersey,1,1,1,0.00%,1,00:00:42,0
Los Altos Hills,20210218,San Francisco-Oakland-San Jose CA,California,1,1,1,0.00%,2,00:00:54,0
Manchester Township,20210124,"New York, NY",New Jersey,1,1,2,100.00%,1,00:00:00,0
Maple Grove,20210130,Minneapolis-St. Paul MN,Minnesota,1,1,1,0.00%,7,00:01:53,0
Maple Grove,20210301,Minneapolis-St. Paul MN,Minnesota,1,1,1,100.00%,1,00:00:00,0
Mattydale,20210212,Syracuse NY,New York,1,1,1,0.00%,18,00:06:01,0
Mattydale,20210215,Syracuse NY,New York,1,0,1,0.00%,5,00:03:06,0
Midwest City,20210119,Oklahoma City OK,Oklahoma,1,1,1,0.00%,8,00:04:17,0
Mill Creek,20210209,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
Millcreek,20201224,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:27,0
Millcreek,20210302,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Milton,20210202,Atlanta GA,Georgia,1,1,2,50.00%,12.5,00:09:56,0
Milton,20210204,Atlanta GA,Georgia,1,0,1,0.00%,37,00:29:25,3
Milton,20210209,Atlanta GA,Georgia,1,0,1,0.00%,28,00:42:27,2
Milton,20210228,Atlanta GA,Georgia,1,0,1,100.00%,1,00:00:00,0
Miramar,20210112,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,3,00:00:26,0
Miramar,20210317,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:10,0
Miramar Beach,20210203,Panama City FL,Florida,1,1,1,100.00%,1,00:00:00,0
Miramar Beach,20210320,Panama City FL,Florida,1,1,1,100.00%,1,00:00:00,0
Montebello,20210224,"New York, NY",New York,1,1,1,100.00%,1,00:00:00,0
Mountain Brook,20210204,Birmingham (Ann and Tusc) AL,Alabama,1,1,2,0.00%,3,00:01:09,0
Mountain Brook,20210221,Birmingham (Ann and Tusc) AL,Alabama,1,1,1,0.00%,2,00:01:03,0
Mountain Brook,20210223,Birmingham (Ann and Tusc) AL,Alabama,1,1,1,0.00%,2,00:00:11,0
Murray,20201225,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:30,0
Murray,20210101,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210106,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210112,Salt Lake City UT,Utah,1,0,1,100.00%,1,00:00:00,0
Murray,20210115,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210202,Salt Lake City UT,Utah,1,0,2,0.00%,5,00:01:54,0
Murray,20210203,Salt Lake City UT,Utah,1,0,1,0.00%,5,00:25:41,0
Murray,20210204,Salt Lake City UT,Utah,1,1,1,0.00%,3,00:01:11,0
Murray,20210205,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210220,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210224,Salt Lake City UT,Utah,1,1,1,0.00%,4,00:01:06,0
Murray,20210225,Salt Lake City UT,Utah,1,0,2,50.00%,1.5,00:00:38,0
Murray,20210226,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Murray,20210305,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:12,0
Murray,20210307,Salt Lake City UT,Utah,1,0,1,100.00%,1,00:00:00,0
Murray,20210317,Salt Lake City UT,Utah,1,0,1,100.00%,1,00:00:00,0
New Hanover,20210225,Philadelphia PA,New Jersey,1,1,1,100.00%,1,00:00:00,0
New Hanover,20210304,Philadelphia PA,New Jersey,1,0,1,100.00%,1,00:00:00,0
North Bethesda,20210218,Washington DC (Hagerstown MD),Maryland,1,1,1,100.00%,1,00:00:00,0
North Creek,20201227,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
North Creek,20210110,Seattle-Tacoma WA,Washington,1,1,1,0.00%,2,00:00:03,0
North Creek,20210112,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
North Creek,20210123,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
North Creek,20210228,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
North Decatur,20210121,Atlanta GA,Georgia,1,1,1,0.00%,6,00:03:01,0
North Laurel,20210214,Baltimore MD,Maryland,1,1,1,0.00%,4,00:01:15,0
North Naples,20210119,Ft. Myers-Naples FL,Florida,1,1,1,0.00%,7,00:01:29,0
North Naples,20210209,Ft. Myers-Naples FL,Florida,1,1,1,100.00%,1,00:00:00,0
North Naples,20210221,Ft. Myers-Naples FL,Florida,1,1,2,50.00%,1,00:02:05,0
North Naples,20210305,Ft. Myers-Naples FL,Florida,1,1,1,100.00%,1,00:00:00,0
North Topsail Beach,20210306,Greenville-New Bern-Washington NC,North Carolina,1,1,1,100.00%,1,00:00:00,0
Norton Shores,20210128,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,1,1,100.00%,1,00:00:00,0
O'Hara Township,20210316,Pittsburgh PA,Pennsylvania,1,1,1,0.00%,5,00:01:21,0
O'Hara Township,20210318,Pittsburgh PA,Pennsylvania,1,1,1,0.00%,12,00:13:34,0
Oak Grove,20210101,Portland OR,Oregon,1,0,2,100.00%,1,00:00:00,0
Oak Grove,20210103,Portland OR,Oregon,1,0,1,100.00%,1,00:00:00,0
Oak Grove,20210308,Portland OR,Oregon,1,1,3,66.67%,1.33,00:05:00,0
Oakbrook Terrace,20210313,Chicago IL,Illinois,1,1,1,100.00%,1,00:00:00,0
Orcutt,20210103,Santa Barbara-Santa Maria-San Luis Obispo CA,California,1,1,1,100.00%,1,00:00:00,0
Orcutt,20210111,Santa Barbara-Santa Maria-San Luis Obispo CA,California,1,0,1,100.00%,1,00:00:00,0
Orcutt,20210117,Santa Barbara-Santa Maria-San Luis Obispo CA,California,1,0,1,100.00%,1,00:00:00,0
Oro Valley,20201231,Tucson (Sierra Vista) AZ,Arizona,1,1,1,100.00%,1,00:00:00,0
Oro Valley,20210102,Tucson (Sierra Vista) AZ,Arizona,1,1,1,100.00%,1,00:00:00,0
Oro Valley,20210110,Tucson (Sierra Vista) AZ,Arizona,1,1,1,100.00%,1,00:00:00,0
Palm Beach Gardens,20210203,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,0.00%,4,00:03:53,0
Palm Beach Gardens,20210204,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,0.00%,10.5,00:06:30,0
Palm Beach Gardens,20210209,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,100.00%,1,00:00:00,0
Palm Beach Gardens,20210222,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,3,00:00:49,0
Palm Beach Gardens,20210224,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,4,00:02:12,0
Palm Beach Gardens,20210311,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,3,00:03:47,0
Palm River-Clair Mel,20210219,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,5,00:02:06,0
Palm River-Clair Mel,20210221,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,3,00:02:45,0
Palm River-Clair Mel,20210306,Tampa-St. Petersburg (Sarasota) FL,Florida,1,0,1,0.00%,3,00:00:58,0
Palm Valley,20210215,Jacksonville FL,Florida,1,0,1,100.00%,1,00:00:00,0
Palm Valley,20210219,Jacksonville FL,Florida,1,1,1,0.00%,8,00:01:10,0
Palm Valley,20210307,Jacksonville FL,Florida,1,1,1,0.00%,4,00:02:00,0
Palm Valley,20210309,Jacksonville FL,Florida,1,1,1,0.00%,5,00:01:51,0
Parkland,20210115,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
Parkwood,20210113,Seattle-Tacoma WA,Washington,1,1,2,100.00%,1,00:00:00,0
Parole,20210314,Baltimore MD,Maryland,1,1,1,100.00%,1,00:00:00,0
Pinecrest,20210217,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,2,00:00:14,0
Plantation,20210222,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Plymouth,20210213,Minneapolis-St. Paul MN,Minnesota,1,1,1,0.00%,2,00:00:03,0
Plymouth Charter Township,20210307,Detroit MI,Michigan,1,1,1,100.00%,1,00:00:00,0
Port Saint John,20210227,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
Potomac Falls,20210302,Washington DC (Hagerstown MD),Virginia,1,1,1,100.00%,1,00:00:00,0
Queensbury,20210214,Albany-Schenectady-Troy NY,New York,1,1,1,100.00%,1,00:00:00,0
Queensbury,20210226,Albany-Schenectady-Troy NY,New York,1,1,1,100.00%,1,00:00:00,0
Rancho Murieta,20210123,Sacramento-Stockton-Modesto CA,California,1,1,1,100.00%,1,00:00:00,0
Ravena,20210218,Albany-Schenectady-Troy NY,New York,1,1,1,100.00%,1,00:00:00,0
Richmond West,20210217,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Riviera Beach,20210306,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,2,00:01:05,0
Robbinsville Township,20210311,Philadelphia PA,New Jersey,1,1,1,0.00%,3,00:06:07,0
Rossville,20210223,Baltimore MD,Maryland,1,1,2,0.00%,7.5,00:04:22,0
Rossville,20210305,Baltimore MD,Maryland,1,1,1,100.00%,1,00:00:00,0
Royal Palm Beach,20210207,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,5,00:00:50,0
Royal Palm Beach,20210210,West Palm Beach-Ft. Pierce FL,Florida,1,0,1,0.00%,7,00:15:29,0
Royal Palm Beach,20210211,West Palm Beach-Ft. Pierce FL,Florida,1,0,2,0.00%,42,00:27:20,0
Royal Palm Beach,20210302,West Palm Beach-Ft. Pierce FL,Florida,1,1,2,50.00%,1.5,00:03:04,0
Royal Palm Beach,20210309,West Palm Beach-Ft. Pierce FL,Florida,1,0,1,0.00%,18,01:18:19,2
Salmon Creek,20210301,Portland OR,Washington,1,1,1,100.00%,1,00:00:00,0
Sanatoga,20210125,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Sandy Springs,20210208,Atlanta GA,Georgia,1,1,1,0.00%,8,00:04:34,0
Sandy Springs,20210210,Atlanta GA,Georgia,1,1,2,0.00%,7,00:03:32,0
Sandy Springs,20210221,Atlanta GA,Georgia,1,1,1,0.00%,3,00:01:12,0
Sandy Springs,20210223,Atlanta GA,Georgia,1,1,1,0.00%,16,00:17:37,1
Sandy Springs,20210313,Atlanta GA,Georgia,1,1,1,0.00%,1,00:01:46,0
Sandy Springs,20210314,Atlanta GA,Georgia,1,1,1,100.00%,1,00:00:00,0
Saratoga Springs,20201215,Salt Lake City UT,Utah,1,1,1,0.00%,3,00:00:22,0
Saratoga Springs,20201223,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:01:18,0
Saratoga Springs,20201224,Salt Lake City UT,Utah,1,1,1,0.00%,16,00:05:09,0
Saratoga Springs,20210103,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:22,0
Saratoga Springs,20210319,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Seven Lakes,20210301,Raleigh-Durham (Fayetteville) NC,North Carolina,1,1,1,100.00%,1,00:00:00,0
Shoreline,20210223,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
Shorewood,20210301,Chicago IL,Illinois,1,1,1,0.00%,4,00:01:27,0
Sienna Plantation,20210311,Houston TX,Texas,1,0,1,0.00%,4,00:00:44,0
South Barrington,20210115,Chicago IL,Illinois,1,1,1,100.00%,1,00:00:00,0
South Brunswick Township,20210209,"New York, NY",New Jersey,1,1,1,100.00%,1,00:00:00,0
South Hill,20210130,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
South Hill,20210302,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
Snyderville,20201223,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:46,0
Snyderville,20201226,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20201227,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20201229,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20201231,Salt Lake City UT,Utah,1,1,1,0.00%,4,00:00:44,0
Snyderville,20210101,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210105,Salt Lake City UT,Utah,1,0,1,100.00%,1,00:00:00,0
Snyderville,20210109,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210110,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210112,Salt Lake City UT,Utah,1,1,2,100.00%,1,00:00:00,0
Snyderville,20210113,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210117,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210218,Salt Lake City UT,Utah,1,0,1,0.00%,10,00:07:29,2
Snyderville,20210220,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210223,Salt Lake City UT,Utah,1,1,1,0.00%,6,00:11:08,0
Snyderville,20210224,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210302,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210303,Salt Lake City UT,Utah,1,1,1,0.00%,7,00:02:45,0
Snyderville,20210305,Salt Lake City UT,Utah,1,1,1,0.00%,3,00:00:32,0
Snyderville,20210309,Salt Lake City UT,Utah,1,1,1,0.00%,4,00:01:28,0
Snyderville,20210311,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:14,0
Snyderville,20210313,Salt Lake City UT,Utah,1,1,1,0.00%,4,00:02:32,0
Snyderville,20210314,Salt Lake City UT,Utah,1,1,2,0.00%,9.5,00:15:40,0
Snyderville,20210315,Salt Lake City UT,Utah,1,0,1,100.00%,1,00:00:00,0
Snyderville,20210317,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Snyderville,20210318,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
South Venice,20210127,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Spring Hill,20210219,Nashville TN,Tennessee,1,1,1,0.00%,10,00:04:44,0
St. Augustine Beach,20210130,Jacksonville FL,Florida,1,1,1,100.00%,1,00:00:00,0
St. Augustine Beach,20210306,Jacksonville FL,Florida,1,1,1,0.00%,4,00:04:43,0
Stansbury Park,20201223,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Sugar Hill,20210111,Atlanta GA,Georgia,1,1,1,0.00%,9,00:03:15,0
Sugar Hill,20210112,Atlanta GA,Georgia,1,1,1,0.00%,6,00:02:25,0
Sunrise,20210217,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
Tamarac,20210301,Miami-Ft. Lauderdale FL,Florida,1,0,1,0.00%,13,00:01:04,0
Tamiami,20210216,Miami-Ft. Lauderdale FL,Florida,1,1,1,0.00%,9,00:03:04,0
Taylorsville,20201229,Salt Lake City UT,Utah,1,1,2,0.00%,5,00:14:43,0
Taylorsville,20210114,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
The Hammocks,20210127,Miami-Ft. Lauderdale FL,Florida,1,1,1,100.00%,1,00:00:00,0
The Hammocks,20210130,Miami-Ft. Lauderdale FL,Florida,1,1,3,33.33%,6.33,00:01:28,0
The Villages,20201227,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
The Villages,20210110,Orlando-Daytona Beach-Melbourne FL,Florida,1,0,1,100.00%,1,00:00:00,0
The Villages,20210224,Orlando-Daytona Beach-Melbourne FL,Florida,1,1,1,100.00%,1,00:00:00,0
The Woodlands,20201231,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
The Woodlands,20210103,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
The Woodlands,20210118,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
The Woodlands,20210205,Houston TX,Texas,1,1,2,0.00%,4.5,00:03:37,0
The Woodlands,20210206,Houston TX,Texas,1,0,1,100.00%,1,00:00:00,0
The Woodlands,20210211,Houston TX,Texas,1,1,1,0.00%,2,00:01:06,0
The Woodlands,20210220,Houston TX,Texas,1,1,2,0.00%,3.5,00:02:19,0
The Woodlands,20210310,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
The Woodlands,20210311,Houston TX,Texas,1,1,1,0.00%,3,00:01:18,0
Three Lakes,20210103,Seattle-Tacoma WA,Washington,1,1,2,100.00%,1,00:00:00,0
Three Lakes,20210117,Seattle-Tacoma WA,Washington,1,1,1,100.00%,1,00:00:00,0
Three Rivers,20210104,Bend OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Tigard,20210116,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Timberwood Park,20210123,San Antonio TX,Texas,1,1,1,100.00%,1,00:00:00,0
Tinton Falls,20210130,"New York, NY",New Jersey,1,1,1,100.00%,1,00:00:00,0
Town 'n' Country,20210120,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Town 'n' Country,20210220,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,100.00%,1,00:00:00,0
Town 'n' Country,20210227,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,2,00:00:09,0
Tuckahoe,20210129,Richmond-Petersburg VA,Virginia,1,1,1,100.00%,1,00:00:00,0
Tuckahoe,20210205,Richmond-Petersburg VA,Virginia,1,0,1,100.00%,1,00:00:00,0
Tuckahoe,20210206,Richmond-Petersburg VA,Virginia,1,0,1,0.00%,10,00:26:41,1
Tuckahoe,20210224,Richmond-Petersburg VA,Virginia,1,1,3,33.33%,4,00:00:32,1
Valley Falls,20210301,Greenville-Spartanburg-Asheville-Anderson,South Carolina,1,1,1,100.00%,1,00:00:00,0
Village of Oak Creek,20210207,Phoenix AZ,Arizona,1,1,1,100.00%,1,00:00:00,0
Villas,20210127,Ft. Myers-Naples FL,Florida,1,1,1,100.00%,1,00:00:00,0
Waldport,20210123,Portland OR,Oregon,1,1,1,100.00%,1,00:00:00,0
Wantage,20210310,"New York, NY",New Jersey,1,1,1,100.00%,1,00:00:00,0
Wellington,20210227,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,3,00:00:46,0
Wellington,20210307,West Palm Beach-Ft. Pierce FL,Florida,1,1,3,0.00%,4,00:08:46,0
Wellington,20210309,West Palm Beach-Ft. Pierce FL,Florida,1,1,1,0.00%,8,00:00:57,0
Wesley Chapel,20210218,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,5,00:02:01,0
Wesley Chapel,20210305,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,3,0.00%,7.33,00:06:36,0
West Lake Hills,20210107,Austin TX,Texas,1,1,1,100.00%,1,00:00:00,0
West Point,20210206,Sacramento-Stockton-Modesto CA,California,1,1,1,0.00%,10,00:03:53,0
West University Place,20210213,Houston TX,Texas,1,1,1,100.00%,1,00:00:00,0
West Valley City,20201227,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20201228,Salt Lake City UT,Utah,1,1,1,0.00%,3,00:15:00,0
West Valley City,20201229,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210104,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210109,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210110,Salt Lake City UT,Utah,1,1,1,0.00%,3,00:00:48,0
West Valley City,20210116,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210119,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210213,Salt Lake City UT,Utah,1,0,2,100.00%,1,00:00:00,0
West Valley City,20210215,Salt Lake City UT,Utah,1,1,1,0.00%,2,00:00:58,0
West Valley City,20210216,Salt Lake City UT,Utah,1,0,1,0.00%,2,00:00:12,0
West Valley City,20210221,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
West Valley City,20210223,Salt Lake City UT,Utah,1,1,1,100.00%,1,00:00:00,0
Westchase,20210209,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,3,00:03:45,0
Westchase,20210317,Tampa-St. Petersburg (Sarasota) FL,Florida,1,1,1,0.00%,6,00:03:55,0
Westerly,20210129,"Providence-New Bedford,MA",Rhode Island,1,1,1,0.00%,8,00:02:18,0
Weston,20210302,Wausau-Rhinelander WI,Wisconsin,1,1,1,100.00%,1,00:00:00,0
White Bear Lake,20210316,Minneapolis-St. Paul MN,Minnesota,1,1,1,0.00%,3,00:08:38,0
Wyoming,20210225,Grand Rapids-Kalamazoo-Battle Creek MI,Michigan,1,1,1,100.00%,1,00:00:00,0
Yardley,20210307,Philadelphia PA,Pennsylvania,1,1,1,100.00%,1,00:00:00,0
Yosemite Lakes,20201226,Fresno-Visalia CA,California,1,1,1,100.00%,1,00:00:00,0
Samarinda,20210106,(not set),East Kalimantan,1,1,1,100.00%,1,00:00:00,0
Adiyaman,20210212,(not set),Adiyaman,1,1,1,100.00%,1,00:00:00,0
Giresun,20210305,(not set),Giresun,1,1,1,100.00%,1,00:00:00,0
Nusaybin,20210110,(not set),Mardin,1,1,1,100.00%,1,00:00:00,0
Osmaniye,20210102,(not set),Osmaniye,1,1,1,100.00%,1,00:00:00,0
Sakarya,20210123,(not set),Sakarya,1,1,1,100.00%,1,00:00:00,0
Sahiwal,20210305,(not set),Punjab,1,1,1,100.00%,1,00:00:00,0
Sahiwal,20210320,(not set),Punjab,1,1,1,100.00%,1,00:00:00,0
Tallinn,20210112,(not set),Harju County,1,1,1,100.00%,1,00:00:00,0
