# ----------------------------------------
# All Web Site Data
# Flat File Report
# 20201001-20210314
# ----------------------------------------

Date,Hour,Avg. Session Duration,Avg. Time on Page,Avg. Time on Screen,Bounce Rate,Bounces,Exits,Hits,New Users,Number of Sessions per User,Pages / Session,Pageviews,Results Pageviews / Search,Screen Views,Screens / Session,Session Duration,Sessions,Total Unique Searches,Unique Pageviews,Unique Screen Views,Users
20210103,04,00:09:44,00:00:26,00:00:00,0.00%,0,1,14,2,1.00,6.50,13,0.00,0,0.00,00:19:28,2,0,11,0,2
20210220,12,00:09:44,00:01:20,00:00:00,33.33%,1,3,30,3,1.00,8.33,25,0.00,0,0.00,00:29:12,3,0,21,0,3
20210216,17,00:09:44,00:01:44,00:00:00,40.00%,2,6,48,3,0.83,8.00,40,0.00,0,0.00,00:48:38,5,0,29,0,6
20210205,06,00:09:41,00:01:32,00:00:00,0.00%,0,3,23,2,1.00,7.33,22,0.00,0,0.00,00:29:04,3,0,18,0,3
20201230,07,00:09:40,00:01:51,00:00:00,0.00%,0,2,22,3,1.00,5.25,21,0.00,0,0.00,00:38:39,4,0,17,0,4
20210129,12,00:09:37,00:00:32,00:00:00,0.00%,0,1,23,1,1.00,19.00,19,0.00,0,0.00,00:09:37,1,0,14,0,1
20210304,20,00:09:35,00:01:55,00:00:00,0.00%,0,2,12,2,1.00,6.00,12,0.00,0,0.00,00:19:10,2,0,10,0,2
20201015,22,00:09:32,00:03:11,00:00:00,0.00%,0,1,4,1,1.00,4.00,4,0.00,0,0.00,00:09:32,1,0,2,0,1
20210113,13,00:09:29,00:01:11,00:00:00,0.00%,0,3,31,2,1.00,9.00,27,0.00,0,0.00,00:28:26,3,0,18,0,3
20201004,10,00:09:27,00:02:03,00:00:00,0.00%,0,3,11,1,0.33,9.00,9,0.00,0,0.00,00:09:27,1,0,3,0,3
20210202,21,00:09:19,00:00:56,00:00:00,0.00%,0,1,14,1,1.00,11.00,11,0.00,0,0.00,00:09:19,1,0,10,0,1
20201226,17,00:09:19,00:00:47,00:00:00,0.00%,0,3,47,3,1.00,13.00,39,0.00,0,0.00,00:27:56,3,0,30,0,3
20201228,12,00:09:16,00:01:33,00:00:00,0.00%,0,3,23,3,1.00,7.00,21,0.00,0,0.00,00:27:48,3,0,12,0,3
20210314,10,00:09:14,00:01:38,00:00:00,0.00%,0,3,23,3,1.00,6.67,20,0.00,0,0.00,00:27:43,3,0,12,0,3
20201210,15,00:09:12,00:02:18,00:00:00,33.33%,1,3,18,2,1.00,5.00,15,0.00,0,0.00,00:27:35,3,0,7,0,3
20210209,15,00:09:10,00:00:55,00:00:00,0.00%,0,1,11,1,1.00,11.00,11,0.00,0,0.00,00:09:10,1,0,8,0,1
20201230,11,00:09:08,00:00:56,00:00:00,14.29%,1,5,70,6,1.00,9.29,65,0.00,0,0.00,01:03:56,7,0,38,0,7
20201028,19,00:09:08,00:01:01,00:00:00,0.00%,0,2,22,1,1.00,10.00,20,0.00,0,0.00,00:18:15,2,0,13,0,2
20210205,10,00:09:06,00:01:14,00:00:00,33.33%,1,3,28,2,1.00,8.33,25,0.00,0,0.00,00:27:18,3,0,18,0,3
20210223,05,00:09:05,00:00:19,00:00:00,0.00%,0,0,12,1,1.00,12.00,12,0.00,0,0.00,00:09:05,1,0,4,0,1
20210131,07,00:09:04,00:01:39,00:00:00,0.00%,0,2,15,1,1.00,6.50,13,0.00,0,0.00,00:18:07,2,0,12,0,2
20210210,07,00:09:04,00:00:54,00:00:00,50.00%,1,1,20,2,1.00,9.50,19,0.00,0,0.00,00:18:07,2,0,13,0,2
20210103,20,00:09:01,00:01:36,00:00:00,0.00%,0,0,2,1,1.00,2.00,2,0.00,0,0.00,00:09:01,1,0,2,0,1
20201027,18,00:09:00,00:03:00,00:00:00,66.67%,2,2,12,2,1.00,3.67,11,0.00,0,0.00,00:27:01,3,0,10,0,3
20201205,09,00:08:56,00:00:40,00:00:00,50.00%,1,2,32,2,1.00,14.50,29,0.00,0,0.00,00:17:51,2,0,13,0,2
